,id,row,tier,pix_count,hand_count
605,18PS6025,row-39,tier-4,440,57.0
606,18PS2034,row-13,tier-5,543,54.0
607,18PS6055,row-47,tier-6,101,84.0
608,18PS1185,row-7,tier-20,326,51.0
609,18PS1019,row-11,tier-3,854,61.0
610,18PS1010,row-12,tier-2,361,59.0
611,18PS5046,row-32,tier-6,48,55.0
612,18PS5016,row-32,tier-3,33,60.0
613,18PS6051,row-43,tier-6,119,32.0
614,18PS3064,row-13,tier-15,1074,64.0
615,18PS1021,row-3,tier-4,107,39.0
616,18PS4037,row-14,tier-19,642,40.0
617,18PS1106,row-8,tier-12,569,47.0
618,18PS7049,row-44,tier-13,251,46.0
619,18PS6024,row-38,tier-4,99,58.0
620,18PS1087,row-9,tier-10,382,66.0
621,18PS0033,row-10,tier-23,445,42.0
622,18PS1036,row-8,tier-5,109,48.0
623,18PS3065,row-14,tier-15,507,65.0
624,18PS6060,row-41,tier-7,153,54.0
625,18PS1177,row-9,tier-19,252,37.0
626,18PS1150,row-12,tier-16,618,50.0
627,18PS1104,row-6,tier-12,35,41.0
628,18PS1047,row-9,tier-6,20,35.0
629,18PS1085,row-7,tier-10,423,50.0
630,18PS7030,row-47,tier-11,713,71.0
631,18PS8018,row-41,tier-17,504,49.0
632,18PS5004,row-30,tier-2,288,56.0
633,18PS8030,row-42,tier-18,491,53.0
634,18PS5047,row-33,tier-6,195,40.0
635,18PS5101,row-27,tier-12,638,46.0
636,18PS2023,row-13,tier-4,599,65.0
637,18PS7026,row-43,tier-11,601,60.0
638,18PS5127,row-33,tier-14,188,41.0
639,18PS1133,row-5,tier-14,770,48.0
640,18PS2057,row-14,tier-7,107,64.0
641,18PS5089,row-35,tier-10,62,42.0
642,18PS4035,row-23,tier-18,1040,62.0
643,18PS5005,row-31,tier-2,304,54.0
644,18PS7031,row-37,tier-12,240,9.0
645,18PS9058,row-38,tier-24,350,32.0
646,18PS2067,row-13,tier-8,360,61.0
647,18PS0018,row-21,tier-21,154,39.0
648,18PS2038,row-17,tier-5,134,32.0
649,18PS8008,row-42,tier-16,596,67.0
650,18PS3042,row-13,tier-13,617,65.0
651,18PS5055,row-31,tier-7,284,44.0
652,18PS9022,row-38,tier-22,52,20.0
653,18PS3028,row-21,tier-11,855,55.0
654,18PS5062,row-28,tier-8,224,52.0
655,18PS2040,row-19,tier-5,472,66.0
656,18PS1118,row-10,tier-13,371,58.0
657,18PS7061,row-45,tier-14,57,63.0
658,18PS5064,row-30,tier-8,223,64.0
659,18PS5110,row-36,tier-12,548,45.0
660,18PS3035,row-17,tier-12,601,52.0
661,18PS1083,row-5,tier-10,591,57.0
662,18PS9041,row-42,tier-23,214,50.0
663,18PS6034,row-37,tier-5,261,53.0
664,18PS6057,row-38,tier-7,25,42.0
665,18PS6009,row-45,tier-2,124,64.0
666,18PS1154,row-6,tier-17,138,39.0
667,18PS5033,row-29,tier-5,615,72.0
668,18PS5094,row-30,tier-11,222,39.0
669,18PS3031,row-13,tier-12,592,65.0
670,18PS1101,row-3,tier-12,151,51.0
671,18PS5156,row-32,tier-17,623,61.0
672,18PS6046,row-38,tier-6,154,52.0
673,18PS7067,row-40,tier-15,598,62.0
674,18PS3010,row-14,tier-10,586,70.0
675,18PS5050,row-36,tier-6,184,50.0
676,18PS1128,row-10,tier-14,548,90.0
677,18PS5154,row-30,tier-17,187,41.0
678,18PS9054,row-34,tier-24,229,28.0
679,18PS5072,row-28,tier-9,492,40.0
680,18PS1026,row-8,tier-4,102,56.0
681,18PS7050,row-45,tier-13,284,56.0
682,18PS8040,row-41,tier-19,143,53.0
683,18PS5135,row-31,tier-15,614,43.0
684,18PS9011,row-38,tier-21,91,35.0
685,18PS4045,row-22,tier-19,394,60.0
686,18PS6047,row-39,tier-6,399,82.0
687,18PS8007,row-41,tier-16,97,34.0
688,18PS9034,row-35,tier-23,416,36.0
689,18PS4011,row-21,tier-16,993,53.0
690,18PS1165,row-7,tier-18,877,66.0
691,18PS5018,row-34,tier-3,424,60.0
692,18PS2021,row-22,tier-3,66,45.0
693,18PS5109,row-35,tier-12,560,54.0
694,18PS5042,row-28,tier-6,394,56.0
695,18PS0064,row-20,tier-24,613,30.0
696,18PS5010,row-36,tier-2,12,60.0
697,18PS5043,row-29,tier-6,820,74.0
698,18PS6014,row-39,tier-3,215,63.0
699,18PS5038,row-34,tier-5,224,50.0
700,18PS6035,row-38,tier-5,48,55.0
701,18PS1012,row-4,tier-3,194,47.0
702,18PS8036,row-37,tier-19,616,30.0
703,18PS3060,row-20,tier-14,320,50.0
704,18PS2051,row-19,tier-6,418,51.0
705,18PS6062,row-43,tier-7,358,57.0
706,18PS5097,row-33,tier-11,384,51.0
707,18PS7008,row-47,tier-9,741,68.0
708,18PS0036,row-13,tier-23,196,21.0
709,18PS1157,row-9,tier-17,150,50.0
710,18PS0040,row-17,tier-23,135,17.0
711,18PS1163,row-5,tier-18,442,43.0
712,18PS9050,row-30,tier-24,271,30.0
713,18PS4042,row-19,tier-19,193,44.0
714,18PS1171,row-3,tier-19,54,49.0
715,18PS4038,row-15,tier-19,738,52.0
716,18PS3057,row-17,tier-14,337,28.0
717,18PS1113,row-5,tier-13,636,61.0
718,18PS2056,row-13,tier-7,136,58.0
719,18PS3006,row-21,tier-9,511,50.0
720,18PS5083,row-29,tier-10,756,56.0
721,18PS1066,row-8,tier-8,84,39.0
722,18PS5160,row-36,tier-17,461,35.0
723,18PS7028,row-45,tier-11,335,64.0
724,18PS4020,row-19,tier-17,838,61.0
725,18PS5040,row-36,tier-5,405,57.0
726,18PS5124,row-30,tier-14,284,37.0
727,18PS5060,row-36,tier-7,149,56.0
728,18PS1011,row-3,tier-3,11,37.0
729,18PS6016,row-41,tier-3,4,24.0
730,18PS1111,row-3,tier-13,240,53.0
731,18PS5061,row-27,tier-8,279,55.0
732,18PS3071,row-20,tier-15,392,30.0
733,18PS6021,row-46,tier-3,12,35.0
734,18PS1031,row-3,tier-5,19,40.0
735,18PS6072,row-42,tier-8,17,32.0
736,18PS8004,row-38,tier-16,444,61.0
737,18PS7048,row-43,tier-13,476,62.0
738,18PS9008,row-46,tier-20,240,39.0
739,18PS5107,row-33,tier-12,395,44.0
740,18PS6015,row-40,tier-3,80,48.0
741,18PS3063,row-23,tier-14,303,52.0
742,18PS8037,row-38,tier-19,356,52.0
743,18PS0027,row-19,tier-22,177,28.0
744,18PS2029,row-19,tier-4,58,42.0
745,18PS1152,row-4,tier-17,168,44.0
746,18PS1119,row-11,tier-13,337,55.0
747,18PS5106,row-32,tier-12,194,40.0
748,18PS1058,row-10,tier-7,381,68.0
749,18PS7002,row-41,tier-9,582,50.0
750,18PS7041,row-47,tier-12,649,65.0
751,18PS4040,row-17,tier-19,585,43.0
752,18PS5087,row-33,tier-10,635,62.0
753,18PS8025,row-37,tier-18,509,59.0
754,18PS2022,row-23,tier-3,478,61.0
755,18PS6064,row-45,tier-7,91,71.0
756,18PS7040,row-46,tier-12,111,57.0
757,18PS1198,row-10,tier-21,341,61.0
758,18PS0051,row-7,tier-24,689,43.0
759,18PS5115,row-31,tier-13,904,43.0
760,18PS2017,row-18,tier-3,90,43.0
761,18PS3066,row-15,tier-15,448,61.0
762,18PS5023,row-29,tier-4,287,61.0
763,18PS3019,row-23,tier-10,1507,58.0
764,18PS9062,row-42,tier-24,217,29.0
765,18PS1123,row-5,tier-15,576,58.0
766,18PS7029,row-46,tier-11,133,50.0
767,18PS7006,row-45,tier-9,218,42.0
768,18PS1055,row-7,tier-7,470,56.0
769,18PS4034,row-22,tier-18,476,49.0
770,18PS2059,row-16,tier-7,45,45.0
771,18PS1013,row-5,tier-3,324,67.0
772,18PS0006,row-20,tier-20,670,25.0
773,18PS6037,row-40,tier-5,97,51.0
774,18PS1015,row-7,tier-3,279,65.0
775,18PS4028,row-16,tier-18,405,33.0
776,18PS5090,row-36,tier-10,367,50.0
777,18PS4009,row-19,tier-16,951,54.0
778,18PS1048,row-10,tier-6,94,41.0
779,18PS0034,row-11,tier-23,229,45.0
780,18PS5057,row-33,tier-7,332,56.0
781,18PS1072,row-4,tier-9,175,42.0
782,18PS0014,row-17,tier-21,408,25.0
783,18PS1124,row-6,tier-14,118,56.0
784,18PS6029,row-43,tier-4,391,64.0
785,18PS0065,row-21,tier-24,366,36.0
786,18PS5019,row-35,tier-3,121,34.0
787,18PS2047,row-15,tier-6,249,54.0
788,18PS1094,row-6,tier-11,150,47.0
789,18PS6058,row-39,tier-7,270,66.0
790,18PS5143,row-29,tier-16,738,63.0
791,18PS5001,row-27,tier-2,132,35.0
792,18PS2028,row-18,tier-4,179,56.0
793,18PS3007,row-22,tier-9,321,60.0
794,18PS8046,row-47,tier-19,791,44.0
795,18PS0046,row-23,tier-23,199,23.0
796,18PS6056,row-37,tier-7,313,57.0
797,18PS4021,row-20,tier-17,524,55.0
798,18PS1084,row-6,tier-10,294,64.0
799,18PS1132,row-4,tier-15,488,64.0
800,18PS1186,row-8,tier-20,426,54.0
801,18PS1190,row-12,tier-20,387,42.0
802,18PS9046,row-47,tier-23,142,20.0
803,18PS7003,row-42,tier-9,107,43.0
804,18PS0057,row-13,tier-24,262,33.0
805,18PS9056,row-36,tier-24,415,30.0
806,18PS6019,row-44,tier-3,30,14.0
807,18PS1073,row-5,tier-9,283,43.0
808,18PS0012,row-15,tier-21,844,55.0
809,18PS3038,row-20,tier-12,711,46.0
810,18PS5157,row-33,tier-17,720,56.0
811,18PS9039,row-40,tier-23,55,34.0
812,18PS3033,row-15,tier-12,94,37.0
813,18PS3046,row-17,tier-13,254,52.0
814,18PS3020,row-13,tier-11,499,46.0
815,18PS3070,row-19,tier-15,462,50.0
816,18PS9035,row-36,tier-23,289,35.0
817,18PS2012,row-13,tier-3,127,60.0
818,18PS0038,row-15,tier-23,236,34.0
819,18PS0048,row-4,tier-24,390,38.0
820,18PS1008,row-10,tier-2,205,50.0
821,18PS1138,row-10,tier-15,347,49.0
822,18PS5012,row-28,tier-3,239,51.0
823,18PS6039,row-42,tier-5,11,64.0
824,18PS9063,row-43,tier-24,215,43.0
825,18PS0055,row-11,tier-24,741,49.0
826,18PS5056,row-32,tier-7,43,53.0
827,18PS5140,row-36,tier-15,374,28.0
828,18PS0060,row-16,tier-24,270,40.0
829,18PS7055,row-39,tier-14,714,57.0
830,18PS5086,row-32,tier-10,229,58.0
831,18PS8005,row-39,tier-16,792,65.0
832,18PS5091,row-27,tier-11,400,65.0
833,18PS3049,row-20,tier-13,1148,67.0
834,18PS0009,row-23,tier-20,179,21.0
835,18PS3030,row-23,tier-11,969,60.0
836,18PS0039,row-16,tier-23,203,23.0
837,18PS0054,row-10,tier-24,445,37.0
838,18PS5150,row-36,tier-16,627,28.0
839,18PS2053,row-21,tier-6,208,37.0
840,18PS1057,row-9,tier-7,14,27.0
841,18PS7001,row-40,tier-9,416,56.0
842,18PS6007,row-43,tier-2,168,56.0
843,18PS3018,row-22,tier-10,720,62.0
844,18PS0005,row-19,tier-20,90,28.0
845,18PS1020,row-12,tier-3,118,42.0
846,18PS1188,row-10,tier-20,277,38.0
847,18PS9066,row-46,tier-24,57,16.0
848,18PS2076,row-22,tier-8,195,62.0
849,18PS1182,row-4,tier-20,239,43.0
850,18PS2008,row-20,tier-2,549,84.0
851,18PS2072,row-18,tier-8,369,43.0
852,18PS1049,row-11,tier-6,491,49.0
853,18PS2048,row-16,tier-6,140,60.0
854,18PS5075,row-31,tier-9,806,64.0
855,18PS2027,row-17,tier-4,230,44.0
856,18PS7052,row-47,tier-13,826,64.0
857,18PS9024,row-40,tier-22,320,50.0
858,18PS1035,row-7,tier-5,194,47.0
859,18PS1204,row-6,tier-22,258,52.0
860,18PS5085,row-31,tier-10,920,61.0
861,18PS5076,row-32,tier-9,126,33.0
862,18PS5059,row-35,tier-7,300,61.0
863,18PS5126,row-32,tier-14,284,39.0
864,18PS7042,row-37,tier-13,996,35.0
865,18PS8048,row-38,tier-20,118,33.0
866,18PS7056,row-40,tier-14,463,54.0
867,18PS8002,row-47,tier-15,332,61.0
868,18PS5011,row-27,tier-3,245,62.0
869,18PS8033,row-45,tier-18,590,74.0
870,18PS1061,row-3,tier-8,35,43.0
871,18PS7057,row-41,tier-14,243,54.0
872,18PS5139,row-35,tier-15,604,55.0
873,18PS5093,row-29,tier-11,909,63.0
874,18PS3026,row-19,tier-11,74,34.0
875,18PS5073,row-29,tier-9,549,61.0
876,18PS1105,row-7,tier-12,663,73.0
877,18PS3005,row-20,tier-9,723,36.0
878,18PS5145,row-31,tier-16,775,51.0
879,18PS1051,row-3,tier-7,42,53.0
880,18PS8039,row-40,tier-19,392,56.0
881,18PS6017,row-42,tier-3,5,41.0
882,18PS1075,row-7,tier-9,609,64.0
883,18PS3009,row-13,tier-10,1191,44.0
884,18PS8010,row-44,tier-16,691,62.0
885,18PS2020,row-21,tier-3,200,55.0
886,18PS7021,row-38,tier-11,200,64.0
887,18PS7020,row-37,tier-11,710,26.0
888,18PS1100,row-12,tier-11,685,69.0
889,18PS9016,row-43,tier-21,373,39.0
890,18PS9013,row-40,tier-21,161,30.0
891,18PS1143,row-5,tier-16,532,62.0
892,18PS2052,row-20,tier-6,410,58.0
893,18PS3012,row-16,tier-10,147,37.0
894,18PS2044,row-23,tier-5,769,63.0
895,18PS1187,row-9,tier-20,157,50.0
896,18PS6030,row-44,tier-4,74,60.0
897,18PS5002,row-28,tier-2,281,58.0
898,18PS1146,row-8,tier-16,206,51.0
899,18PS4030,row-18,tier-18,1113,65.0
900,18PS1043,row-5,tier-6,356,47.0
901,18PS1137,row-9,tier-15,253,54.0
902,18PS1063,row-5,tier-8,450,57.0
903,18PS1007,row-9,tier-2,278,41.0
904,18PS2005,row-17,tier-2,306,48.0
905,18PS3056,row-16,tier-14,277,59.0
906,18PS2013,row-14,tier-3,62,24.0
907,18PS0019,row-22,tier-21,194,27.0
908,18PS5071,row-27,tier-9,1003,55.0
