germ_ID,row_tier_tags,id_and_rt,x,y,area,area_sum
17TXRW7018-20,row-1__tier-1,17TXRW7018-20__row-1__tier-1,28,49,18.0,47.5
17TXRW7018-20,row-1__tier-1,17TXRW7018-20__row-1__tier-1,239,53,13.5,47.5
17TXRW7018-20,row-1__tier-1,17TXRW7018-20__row-1__tier-1,245,52,16.0,47.5
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,86,57,22.0,415.0
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,166,58,26.5,415.0
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,190,60,25.5,415.0
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,224,57,14.5,415.0
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,236,56,135.0,415.0
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,247,59,62.5,415.0
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,269,62,29.5,415.0
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,297,62,40.5,415.0
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,314,61,24.5,415.0
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,342,63,14.0,415.0
17TXRW7018-20,row-2__tier-1,17TXRW7018-20__row-2__tier-1,366,61,20.5,415.0
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,189,56,29.0,421.5
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,229,58,44.5,421.5
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,281,59,18.5,421.5
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,315,58,39.5,421.5
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,374,61,28.0,421.5
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,392,60,19.5,421.5
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,416,60,55.0,421.5
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,471,62,25.0,421.5
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,502,61,41.0,421.5
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,524,62,39.0,421.5
17TXRW7018-20,row-3__tier-1,17TXRW7018-20__row-3__tier-1,538,62,82.5,421.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,42,53,14.0,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,106,54,60.0,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,119,54,18.5,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,142,54,14.5,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,204,56,55.0,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,253,56,54.5,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,292,57,44.5,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,357,60,20.5,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,391,56,54.0,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,404,61,45.5,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,432,61,16.5,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,452,64,17.5,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,462,61,42.5,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,497,59,67.0,540.5
17TXRW7018-20,row-4__tier-1,17TXRW7018-20__row-4__tier-1,517,62,16.0,540.5
17TXRW7032-34,row-5__tier-1,17TXRW7032-34__row-5__tier-1,105,56,42.5,201.5
17TXRW7032-34,row-5__tier-1,17TXRW7032-34__row-5__tier-1,162,54,18.5,201.5
17TXRW7032-34,row-5__tier-1,17TXRW7032-34__row-5__tier-1,177,56,18.0,201.5
17TXRW7032-34,row-5__tier-1,17TXRW7032-34__row-5__tier-1,195,56,25.5,201.5
17TXRW7032-34,row-5__tier-1,17TXRW7032-34__row-5__tier-1,232,57,19.5,201.5
17TXRW7032-34,row-5__tier-1,17TXRW7032-34__row-5__tier-1,262,55,23.5,201.5
17TXRW7032-34,row-5__tier-1,17TXRW7032-34__row-5__tier-1,309,56,13.0,201.5
17TXRW7032-34,row-5__tier-1,17TXRW7032-34__row-5__tier-1,342,56,15.5,201.5
17TXRW7032-34,row-5__tier-1,17TXRW7032-34__row-5__tier-1,371,57,25.5,201.5
17TXRW7032-34,row-7__tier-1,17TXRW7032-34__row-7__tier-1,290,62,15.5,15.5
17TXRW7032-34,row-8__tier-1,17TXRW7032-34__row-8__tier-1,232,58,25.5,352.0
17TXRW7032-34,row-8__tier-1,17TXRW7032-34__row-8__tier-1,295,59,14.5,352.0
17TXRW7032-34,row-8__tier-1,17TXRW7032-34__row-8__tier-1,350,58,15.0,352.0
17TXRW7032-34,row-8__tier-1,17TXRW7032-34__row-8__tier-1,366,60,14.5,352.0
17TXRW7032-34,row-8__tier-1,17TXRW7032-34__row-8__tier-1,402,57,26.5,352.0
17TXRW7032-34,row-8__tier-1,17TXRW7032-34__row-8__tier-1,430,60,93.5,352.0
17TXRW7032-34,row-8__tier-1,17TXRW7032-34__row-8__tier-1,435,60,57.0,352.0
17TXRW7032-34,row-8__tier-1,17TXRW7032-34__row-8__tier-1,447,60,45.0,352.0
17TXRW7032-34,row-8__tier-1,17TXRW7032-34__row-8__tier-1,468,59,21.5,352.0
17TXRW7032-34,row-8__tier-1,17TXRW7032-34__row-8__tier-1,485,60,39.0,352.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,68,60,22.0,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,90,60,16.5,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,147,61,36.0,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,161,60,33.5,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,183,60,47.5,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,243,62,27.5,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,257,60,20.5,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,440,64,33.0,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,474,65,15.0,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,485,64,27.5,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,515,65,47.0,355.0
17TXRW7032-34,row-9__tier-1,17TXRW7032-34__row-9__tier-1,550,65,29.0,355.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,116,57,15.0,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,141,56,31.0,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,178,65,19.5,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,194,64,15.0,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,216,62,35.5,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,259,66,14.5,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,274,63,17.0,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,285,66,15.5,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,294,67,106.0,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,306,67,14.5,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,316,65,17.0,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,334,64,18.5,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,377,64,42.5,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,389,64,19.0,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,413,67,14.5,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,437,67,53.0,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,478,66,28.5,499.0
17TXRW7032-34,row-10__tier-1,17TXRW7032-34__row-10__tier-1,530,59,22.5,499.0
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,80,58,18.5,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,92,57,14.0,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,129,57,17.5,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,161,59,32.5,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,182,58,16.0,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,192,59,14.5,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,209,61,26.5,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,226,59,18.5,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,267,60,44.0,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,332,60,19.5,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,340,61,168.0,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,386,60,32.0,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,442,62,32.0,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,453,62,56.5,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,460,64,14.0,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,481,61,45.0,604.5
17TXRW7032-34,row-11__tier-1,17TXRW7032-34__row-11__tier-1,509,61,35.5,604.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,80,54,16.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,102,54,27.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,116,54,115.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,199,54,14.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,213,54,68.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,279,56,27.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,293,55,27.5,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,319,55,46.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,329,56,13.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,349,56,40.5,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,363,56,19.5,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,372,55,38.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,384,56,57.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,413,56,14.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,429,56,24.5,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,436,57,14.5,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,471,57,19.5,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,495,57,15.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,509,52,16.5,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,527,57,36.0,673.5
17TXRW7032-34,row-12__tier-1,17TXRW7032-34__row-12__tier-1,567,57,25.0,673.5
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,54,50,17.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,74,51,32.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,85,53,87.5,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,101,52,56.5,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,143,51,57.5,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,220,52,34.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,233,54,17.5,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,274,54,123.5,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,287,53,61.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,305,54,15.5,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,325,54,21.5,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,350,54,29.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,365,54,66.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,399,52,69.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,419,55,31.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,434,52,15.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,470,53,18.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,492,55,28.0,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,533,55,17.5,833.0
17TXRW7043-45,row-13__tier-1,17TXRW7043-45__row-13__tier-1,545,55,36.0,833.0
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,247,61,30.0,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,273,62,37.5,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,317,64,27.0,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,322,62,26.5,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,355,63,62.5,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,385,64,20.0,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,397,63,27.0,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,432,64,27.0,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,459,62,96.0,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,490,64,18.5,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,515,64,25.0,412.5
17TXRW7043-45,row-14__tier-1,17TXRW7043-45__row-14__tier-1,552,64,15.5,412.5
17TXRW7043-45,row-15__tier-1,17TXRW7043-45__row-15__tier-1,156,59,17.5,421.5
17TXRW7043-45,row-15__tier-1,17TXRW7043-45__row-15__tier-1,211,62,91.0,421.5
17TXRW7043-45,row-15__tier-1,17TXRW7043-45__row-15__tier-1,223,60,25.0,421.5
17TXRW7043-45,row-15__tier-1,17TXRW7043-45__row-15__tier-1,249,61,31.0,421.5
17TXRW7043-45,row-15__tier-1,17TXRW7043-45__row-15__tier-1,290,63,85.5,421.5
17TXRW7043-45,row-15__tier-1,17TXRW7043-45__row-15__tier-1,447,62,51.5,421.5
17TXRW7043-45,row-15__tier-1,17TXRW7043-45__row-15__tier-1,473,61,15.0,421.5
17TXRW7043-45,row-15__tier-1,17TXRW7043-45__row-15__tier-1,486,62,85.0,421.5
17TXRW7043-45,row-15__tier-1,17TXRW7043-45__row-15__tier-1,508,64,20.0,421.5
17TXRW7043-45,row-16__tier-1,17TXRW7043-45__row-16__tier-1,375,58,14.5,246.0
17TXRW7043-45,row-16__tier-1,17TXRW7043-45__row-16__tier-1,387,60,14.5,246.0
17TXRW7043-45,row-16__tier-1,17TXRW7043-45__row-16__tier-1,415,58,187.5,246.0
17TXRW7043-45,row-16__tier-1,17TXRW7043-45__row-16__tier-1,488,59,29.5,246.0
17TXRW7043-45,row-17__tier-1,17TXRW7043-45__row-17__tier-1,210,56,22.0,237.0
17TXRW7043-45,row-17__tier-1,17TXRW7043-45__row-17__tier-1,220,57,30.5,237.0
17TXRW7043-45,row-17__tier-1,17TXRW7043-45__row-17__tier-1,255,57,54.5,237.0
17TXRW7043-45,row-17__tier-1,17TXRW7043-45__row-17__tier-1,402,59,31.0,237.0
17TXRW7043-45,row-17__tier-1,17TXRW7043-45__row-17__tier-1,448,61,19.5,237.0
17TXRW7043-45,row-17__tier-1,17TXRW7043-45__row-17__tier-1,469,62,23.0,237.0
17TXRW7043-45,row-17__tier-1,17TXRW7043-45__row-17__tier-1,485,61,13.5,237.0
17TXRW7043-45,row-17__tier-1,17TXRW7043-45__row-17__tier-1,554,62,43.0,237.0
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,94,58,19.0,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,109,59,29.0,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,131,55,85.5,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,140,60,38.0,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,212,58,17.5,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,230,60,20.0,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,240,64,27.0,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,253,62,114.5,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,263,62,24.0,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,283,63,79.5,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,305,63,19.0,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,342,62,85.0,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,439,65,43.5,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,450,63,26.0,658.5
17TXRW7043-45,row-18__tier-1,17TXRW7043-45__row-18__tier-1,558,65,31.0,658.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,63,54,14.5,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,252,60,23.0,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,264,59,32.5,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,281,59,35.5,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,318,61,59.5,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,462,61,17.5,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,472,62,22.0,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,484,62,15.0,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,492,62,21.5,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,502,61,24.5,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,511,64,26.0,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,521,64,18.0,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,547,63,29.0,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,557,64,71.0,426.5
17TXRW7043-45,row-19__tier-1,17TXRW7043-45__row-19__tier-1,564,63,17.0,426.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,171,59,23.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,199,59,62.0,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,237,60,19.0,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,258,61,30.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,269,58,122.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,297,61,27.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,317,60,35.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,341,60,30.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,355,61,169.0,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,378,60,45.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,387,62,21.0,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,429,66,26.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,449,63,108.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,471,62,23.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,489,62,21.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,499,64,22.5,830.5
17TXRW7043-45,row-20__tier-1,17TXRW7043-45__row-20__tier-1,522,63,41.5,830.5
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,154,61,25.0,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,163,63,15.0,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,204,65,23.0,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,222,62,18.5,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,248,62,65.5,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,263,65,13.0,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,284,63,15.0,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,441,63,14.0,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,460,62,83.0,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,479,65,34.5,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,495,63,35.5,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,508,62,103.5,476.0
17TXRW7076-78,row-21__tier-1,17TXRW7076-78__row-21__tier-1,522,65,30.5,476.0
17TXRW7076-78,row-22__tier-1,17TXRW7076-78__row-22__tier-1,510,70,65.0,65.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,162,53,17.5,561.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,208,56,73.0,561.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,229,60,31.5,561.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,275,56,26.0,561.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,370,55,46.5,561.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,399,58,22.5,561.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,446,57,21.5,561.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,468,56,63.5,561.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,478,60,227.5,561.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,517,59,16.5,561.0
17TXRW7076-78,row-23__tier-1,17TXRW7076-78__row-23__tier-1,547,56,15.0,561.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,139,51,19.5,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,189,53,18.5,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,213,57,14.0,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,254,55,20.5,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,289,56,33.5,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,324,57,135.0,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,346,55,31.5,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,375,56,34.0,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,444,55,19.5,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,455,56,18.5,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,476,55,61.0,424.0
Phy72,row-24__tier-1,Phy72__row-24__tier-1,503,54,18.5,424.0
Phy72,row-25__tier-1,Phy72__row-25__tier-1,155,46,35.5,331.0
Phy72,row-25__tier-1,Phy72__row-25__tier-1,191,48,37.0,331.0
Phy72,row-25__tier-1,Phy72__row-25__tier-1,216,48,23.0,331.0
Phy72,row-25__tier-1,Phy72__row-25__tier-1,227,49,55.0,331.0
Phy72,row-25__tier-1,Phy72__row-25__tier-1,244,49,49.0,331.0
Phy72,row-25__tier-1,Phy72__row-25__tier-1,457,54,117.0,331.0
Phy72,row-25__tier-1,Phy72__row-25__tier-1,472,54,14.5,331.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,128,46,61.0,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,168,48,24.5,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,193,48,37.0,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,233,50,185.5,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,256,51,43.5,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,285,52,34.5,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,309,51,323.0,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,342,53,155.0,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,444,56,110.5,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,466,55,31.5,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,487,56,40.0,1091.0
Phy72,row-26__tier-1,Phy72__row-26__tier-1,528,55,45.0,1091.0
17TXRW7018-20,row-27__tier-1,17TXRW7018-20__row-27__tier-1,90,58,14.5,492.0
